read_id	rq	qv	read_length	iden
m21038_250911_051612/76352219/ccs	0.998783	29.1471	22618	99.88
m21038_250911_051612/139593087/ccs	0.99999	50	4655	99.96
m21038_250911_051612/201786645/ccs	0.999972	45.5284	5103	99.92
m21038_251024_072723/99550809/ccs	0.997689	26.362	15686	99.90
m21038_250911_051612/73599974/ccs	0.999147	30.6905	8568	99.91
m21038_250911_051612/35919372/ccs	0.998506	28.2565	7219	99.99
m21038_250911_051612/218759733/ccs	1	60	4578	99.93
m21038_250911_051612/102700474/ccs	0.999895	39.7881	5127	99.94
m21038_250911_051612/166334550/ccs	0.999958	43.7675	9673	99.92
m21038_251024_072723/228001345/ccs	0.99994	42.2185	4265	99.93
m21038_251024_072723/237242400/ccs	0.999992	50.9691	8998	99.90
m21038_251024_072723/133234916/ccs	0.999896	39.8297	11360	99.91
m21038_250911_051612/172627246/ccs	0.999963	44.318	5519	99.96
m21038_250911_051612/138940481/ccs	0.999981	47.2125	4269	100.00
m21038_251024_072723/99616305/ccs	1	60	4398	99.93
m21038_251024_072723/162924535/ccs	0.998216	27.4861	25108	99.90
m21038_251024_072723/101717048/ccs	0.999521	33.1966	15633	99.90
m21038_250911_051612/19533780/ccs	0.99956	33.5655	26346	99.93
m21038_250911_051612/78974035/ccs	0.998847	29.3817	6502	99.86
m21038_250911_051612/133497657/ccs	0.999999	60	3893	99.97
m21038_251024_072723/138154330/ccs	0.999907	40.3152	9694	99.89
m21038_251024_072723/113707394/ccs	0.997873	26.7223	23937	99.88
m21038_251024_072723/247007121/ccs	0.999148	30.6956	15881	99.90
m21038_251024_072723/47777751/ccs	0.996577	24.6559	4566	99.89
m21038_250911_051612/26084178/ccs	0.997273	25.6431	8658	99.92
m21038_250911_051612/36967928/ccs	0.999441	32.5259	16014	99.88
m21038_250911_051612/29103725/ccs	0.999972	45.5284	10195	99.39
m21038_251024_072723/78054273/ccs	0.999994	52.2185	4283	99.77
m21038_251024_072723/137629613/ccs	0.99995	43.0103	6586	99.36
m21038_251024_072723/192086222/ccs	0.994968	22.9826	5750	99.88
m21038_251024_072723/182585644/ccs	0.999941	42.2915	10392	99.90
m21038_251024_072723/197788381/ccs	0.99823	27.5203	3651	99.95
m21038_251024_072723/118883740/ccs	0.999187	30.8991	14007	99.93
m21038_250911_051612/199887793/ccs	0.999738	35.817	7263	99.92
m21038_251024_072723/205981577/ccs	0.999143	30.6702	27686	99.65
m21038_251024_072723/106238182/ccs	0.994694	22.7523	20830	99.59
m21038_250911_051612/137298404/ccs	0.99909	30.4096	31280	99.67
m21038_250911_051612/192808454/ccs	0.999986	48.5387	7124	99.97
m21038_250911_051612/42340953/ccs	0.999882	39.2812	8447	99.89
m21038_250911_051612/71893597/ccs	0.997852	26.6797	22853	99.61
m21038_250911_051612/92406081/ccs	0.999799	36.968	10084	99.94
m21038_250911_051612/237569632/ccs	0.999872	38.9279	12771	99.85
m21038_250911_051612/137238047/ccs	0.999942	42.3657	6626	98.66
m21038_250911_051612/224397071/ccs	0.999781	36.5956	20160	99.96
m21038_251024_072723/145622116/ccs	0.99999	50	5856	98.54
m21038_251024_072723/99487797/ccs	0.999867	38.7615	3955	99.94
m21038_250911_051612/80937238/ccs	0.999996	53.9794	5512	98.57
m21038_250911_051612/93721475/ccs	0.999275	31.3966	6618	98.67
m21038_250911_051612/139594491/ccs	0.999676	34.8945	17850	99.60
m21038_250911_051612/186975351/ccs	0.999301	31.5552	4651	99.98
m21038_251024_072723/125633479/ccs	0.999626	34.2713	22304	99.66
m21038_251024_072723/20382586/ccs	0.998605	28.5543	15727	99.95
